ClubDimKey,ClubTeamName,Sport,CompetitionLevel,SurfaceType
511,Sigmaringen Boxing Club,Boxing,Professional,Gym Floor
512,Clementsfort Academy,Tennis,Amateur,Grass
513,Navarra Athletic,Football,Professional,Artificial Turf
514,Ávila Gym,Boxing,Amateur,Ring
515,Weimar Basketball Club,Basketball,Amateur,Indoor Court
516,Sainte AurélieBourg Boxing Club,Boxing,Professional,Training Mat
517,Masarie' Tennis Club,Tennis,Amateur,Clay
518,Klötze FC,Football,Professional,Indoor Court
519,Marano Di Napoli Boxing Club,Boxing,Amateur,Gym Floor
520,Cádiz Gym,Boxing,Amateur,Training Mat
521,Hoyerswerda AC,Athletics,Amateur,Field
522,Talamone Athletic,Football,Amateur,Indoor Court
523,Nürtingen AC,Athletics,Amateur,Track
524,Pirmasens Tennis Club,Tennis,Amateur,Hard Court
525,Montemaggio United,Football,Amateur,Indoor Court
526,Sheilafurt Boxing Club,Boxing,Amateur,Training Mat
527,New Ricky Hoops,Basketball,Professional,Outdoor Court
528,Mallersdorf Rovers,Football,Professional,Artificial Turf
529,Cliveshire City,Football,Amateur,Grass
530,Meunierdan Gym,Boxing,Amateur,Ring
531,Robinsonmouth BC,Basketball,Amateur,Indoor Court
532,Port Patriciatown AC,Athletics,Amateur,Road
533,Villaggio Madonna Delle Grazie BC,Basketball,Amateur,Outdoor Court
534,Guillon-sur-Mendès BC,Boxing,Professional,Training Mat
535,Port Janice BC,Basketball,Amateur,Outdoor Court
536,Sainte Franck-sur-Mer City,Football,Professional,Grass
537,San Dorligo Della Valle BC,Basketball,Professional,Indoor Court
538,Rouxnec Boxing Club,Boxing,Professional,Ring
539,Zumaglia City,Football,Amateur,Grass
540,Lugo Boxing Club,Boxing,Amateur,Ring
541,Saint Franck Rovers,Football,Professional,Grass
542,Vasseur Rovers,Football,Amateur,Artificial Turf
543,Abbadia Lariana Hoops,Basketball,Professional,Outdoor Court
544,Lugo City,Football,Amateur,Grass
545,Port Julie Tennis Club,Tennis,Amateur,Grass
546,Soria BC,Basketball,Professional,Indoor Court
547,Robinsonmouth BC,Boxing,Amateur,Gym Floor
548,South Donald AC,Athletics,Amateur,Track
549,Saint Agathe AC,Athletics,Professional,Field
550,Sainte Odette TC,Tennis,Amateur,Indoor Court
551,Lugo Track Club,Athletics,Professional,Road
552,Hoareau BC,Boxing,Professional,Gym Floor
553,Lambert FC,Football,Professional,Indoor Court
554,Mathieu Academy,Tennis,Amateur,Hard Court
555,Barcelona Athletic Club,Athletics,Amateur,Field
556,Sevilla Basketball Club,Basketball,Amateur,Wooden Floor
557,Katherinemouth Athletic,Football,Amateur,Grass
558,Atrani Tennis Club,Tennis,Professional,Hard Court
559,Daniel Stars,Basketball,Amateur,Wooden Floor
560,Roding TC,Tennis,Amateur,Indoor Court
561,Is Murdegus TC,Tennis,Amateur,Grass
562,Ferreira Hoops,Basketball,Amateur,Indoor Court
563,Stephenburgh City,Football,Professional,Grass
564,Vizcaya Boxing Club,Boxing,Amateur,Training Mat
565,Montisola Academy,Tennis,Amateur,Grass
566,Striano FC,Football,Amateur,Grass
567,Kevinburgh United,Football,Amateur,Artificial Turf
568,South Tracy Stars,Basketball,Amateur,Indoor Court
569,Lemaire-sur-Da Silva Academy,Tennis,Amateur,Clay
570,Illertissen Athletic Club,Athletics,Amateur,Track
571,CouturierBourg Track Club,Athletics,Amateur,Road
572,Faure Track Club,Athletics,Amateur,Indoor Track
573,Hofgeismar Boxing Club,Boxing,Amateur,Gym Floor
574,Hameldan Gym,Boxing,Amateur,Gym Floor
575,Legrand-sur-Moreau FC,Football,Amateur,Indoor Court
576,Gelnhausen Rovers,Football,Amateur,Indoor Court
577,Gemmachester BC,Basketball,Amateur,Wooden Floor
578,Reutlingen BC,Basketball,Professional,Outdoor Court
579,Duval Academy,Tennis,Amateur,Clay
580,Auger AC,Athletics,Professional,Field
581,Poggio Catino Academy,Tennis,Professional,Clay
582,San Pietro Samolaco AC,Athletics,Amateur,Indoor Track
583,Saint Arnaude Track Club,Athletics,Amateur,Field
584,Lamy-sur-Mer BC,Basketball,Amateur,Outdoor Court
585,Palmiano TC,Tennis,Amateur,Clay
586,Guipúzcoa Hoops,Basketball,Amateur,Outdoor Court
587,Wellschester Athletic,Football,Amateur,Grass
588,Hortontown TC,Tennis,Professional,Indoor Court
589,Olevano Di Lomellina AC,Athletics,Amateur,Indoor Track
590,Cengio Hoops,Basketball,Amateur,Indoor Court
591,Marsico Nuovo Boxing Club,Boxing,Amateur,Ring
592,Nigoline BC,Basketball,Professional,Wooden Floor
593,Aprica Track Club,Athletics,Amateur,Field
594,Guichard Academy,Tennis,Professional,Grass
595,Saint Margaret Athletic,Football,Professional,Grass
596,Badajoz FC,Football,Amateur,Grass
597,Cordignano Academy,Tennis,Amateur,Clay
598,Leconte-sur-Roussel Track Club,Athletics,Amateur,Track
599,Cádiz Tennis Club,Tennis,Amateur,Grass
600,Saint Tristannec Rovers,Football,Amateur,Grass
601,Cousinnec United,Football,Amateur,Grass
602,Occhieppo Inferiore Boxing Club,Boxing,Amateur,Gym Floor
603,Burgos Boxing Club,Boxing,Amateur,Training Mat
604,Roux Hoops,Basketball,Amateur,Indoor Court
605,San Giorgio Di Livenza Basketball Club,Basketball,Amateur,Wooden Floor
606,Palencia BC,Boxing,Professional,Gym Floor
607,Blackfort Track Club,Athletics,Professional,Field
608,Palencia BC,Basketball,Amateur,Indoor Court
609,Villanova Di Guidonia Athletic Club,Athletics,Amateur,Field
610,Almería Academy,Tennis,Amateur,Grass
611,Farrellland City,Football,Amateur,Grass
612,Port Abigail FC,Football,Amateur,Artificial Turf
613,Badalzungen AC,Athletics,Amateur,Field
614,Córdoba City,Football,Amateur,Grass
615,Borgo Santa Maria Immacolata BC,Basketball,Professional,Outdoor Court
616,West Luke Gym,Boxing,Amateur,Ring
617,Ludwigslust Stars,Basketball,Amateur,Indoor Court
618,Großenhain Athletic,Football,Professional,Artificial Turf
619,Anthonyside TC,Tennis,Professional,Indoor Court
620,Ceuta AC,Athletics,Professional,Track
621,Greiz BC,Boxing,Professional,Training Mat
622,South Josephineton FC,Football,Amateur,Artificial Turf
623,Francistown Tennis Club,Tennis,Amateur,Clay
624,Marano Veneziano Boxing Club,Boxing,Professional,Training Mat
625,Regensburg Hoops,Basketball,Professional,Wooden Floor
626,Vizcaya Athletic,Football,Amateur,Indoor Court
627,PintoBourg Boxing Club,Boxing,Professional,Ring
628,Rudolstadt Hoops,Basketball,Amateur,Outdoor Court
629,Lübben City,Football,Amateur,Artificial Turf
630,Heinsberg Tennis Club,Tennis,Amateur,Clay
631,Schrobenhausen TC,Tennis,Amateur,Clay
632,Borgo Salsasio Tennis Club,Tennis,Professional,Clay
633,Monteiasi Boxing Club,Boxing,Amateur,Ring
634,Segovia City,Football,Amateur,Indoor Court
635,Devaux Track Club,Athletics,Professional,Road
636,Melilla TC,Tennis,Amateur,Indoor Court
637,South Diana Gym,Boxing,Amateur,Training Mat
638,Delmas Academy,Tennis,Professional,Indoor Court
639,South Deborah Track Club,Athletics,Amateur,Road
640,Vernazza City,Football,Professional,Grass
641,Brunetdan AC,Athletics,Amateur,Indoor Track
642,Sainte Michèle-sur-Mer Academy,Tennis,Professional,Indoor Court
643,Bad Langensalza Gym,Boxing,Amateur,Gym Floor
644,Treschietto Boxing Club,Boxing,Amateur,Gym Floor
645,Devaux-sur-Roche City,Football,Professional,Indoor Court
646,Schmölln Basketball Club,Basketball,Amateur,Outdoor Court
647,Guibert Athletic,Football,Professional,Grass
648,West Raymond Rovers,Football,Amateur,Indoor Court
649,Lenno Academy,Tennis,Amateur,Grass
650,Thomaschester Rovers,Football,Amateur,Grass
651,Ceregnano Athletic Club,Athletics,Amateur,Field
652,Gifhorn AC,Athletics,Amateur,Road
653,Ortacesus Tennis Club,Tennis,Professional,Indoor Court
654,Saint Matthieu Basketball Club,Basketball,Amateur,Wooden Floor
655,Austinfurt Boxing Club,Boxing,Professional,Gym Floor
656,Pichon-sur-Fernandes Academy,Tennis,Professional,Hard Court
657,Badalzungen AC,Athletics,Amateur,Track
658,Nicolamouth Tennis Club,Tennis,Amateur,Indoor Court
659,Ochsenfurt AC,Athletics,Professional,Track
660,Traceyton Track Club,Athletics,Amateur,Track
661,Belzig BC,Basketball,Amateur,Wooden Floor
662,North Maxport Hoops,Basketball,Amateur,Indoor Court
663,Huelva BC,Boxing,Amateur,Training Mat
664,Redipiano Athletic Club,Athletics,Professional,Road
665,Tribano Stars,Basketball,Professional,Indoor Court
666,Port Duncanmouth Basketball Club,Basketball,Amateur,Indoor Court
667,San Martino Val Masino Boxing Club,Boxing,Amateur,Training Mat
668,Castiglion Fiorentino TC,Tennis,Amateur,Indoor Court
669,Partino Athletic Club,Athletics,Amateur,Field
670,Helenberg City,Football,Professional,Grass
671,Ceuta Tennis Club,Tennis,Amateur,Hard Court
672,Pages Stars,Basketball,Amateur,Outdoor Court
673,Neustadtner Waldnaab TC,Tennis,Amateur,Hard Court
674,Guyon-sur-Maillet TC,Tennis,Amateur,Indoor Court
675,Recklinghausen City,Football,Professional,Grass
676,Port Connor Gym,Boxing,Professional,Training Mat
677,Milzano Athletic,Football,Amateur,Indoor Court
678,Lagardedan City,Football,Amateur,Artificial Turf
679,Worbis Athletic Club,Athletics,Professional,Road
680,Döbeln Tennis Club,Tennis,Professional,Clay
681,Granada Tennis Club,Tennis,Amateur,Clay
682,Schleiz Tennis Club,Tennis,Amateur,Clay
683,Reutlingen Gym,Boxing,Professional,Training Mat
684,Asturias Rovers,Football,Amateur,Indoor Court
685,Fallingbostel AC,Athletics,Amateur,Road
686,Soria Boxing Club,Boxing,Professional,Gym Floor
687,Asturias Athletic,Football,Amateur,Artificial Turf
688,Pößneck Basketball Club,Basketball,Amateur,Wooden Floor
689,Legendrenec Track Club,Athletics,Professional,Track
690,La Secca Boxing Club,Boxing,Amateur,Training Mat
691,Debraton Boxing Club,Boxing,Professional,Ring
692,Witzenhausen BC,Boxing,Amateur,Gym Floor
693,Huelva BC,Boxing,Amateur,Ring
694,Melilla Rovers,Football,Amateur,Indoor Court
695,Lleida FC,Football,Professional,Grass
696,Guadalajara Boxing Club,Boxing,Amateur,Gym Floor
697,Sainte Jules Academy,Tennis,Professional,Indoor Court
698,Ávila Track Club,Athletics,Amateur,Indoor Track
699,Pasquier-la-Forêt City,Football,Amateur,Artificial Turf
700,Hayleyburgh Rovers,Football,Professional,Artificial Turf
701,Segovia Tennis Club,Tennis,Professional,Clay
702,New Thomas Stars,Basketball,Professional,Wooden Floor
703,Romans D'Isonzo Gym,Boxing,Amateur,Training Mat
704,Martydan Tennis Club,Tennis,Amateur,Clay
705,Nürtingen Academy,Tennis,Amateur,Grass
706,North Deborahchester Gym,Boxing,Professional,Gym Floor
707,Leroy-la-Forêt TC,Tennis,Amateur,Indoor Court
708,Dyerton Academy,Tennis,Amateur,Hard Court
709,León City,Football,Amateur,Grass
710,Antonimina Tennis Club,Tennis,Professional,Clay
711,Wittmund Academy,Tennis,Amateur,Indoor Court
712,Cassano Allo Ionio Academy,Tennis,Amateur,Grass
713,Piandisetta City,Football,Professional,Artificial Turf
714,Sevilla Athletic,Football,Amateur,Artificial Turf
715,Murcia BC,Basketball,Amateur,Wooden Floor
716,Sezze Scalo Basketball Club,Basketball,Amateur,Outdoor Court
717,Pontevedra Hoops,Basketball,Amateur,Wooden Floor
718,Badalzungen Rovers,Football,Amateur,Indoor Court
719,Valladolid United,Football,Amateur,Artificial Turf
720,Huesca Gym,Boxing,Professional,Ring
721,Potsdam Hoops,Basketball,Professional,Indoor Court
722,Burgos Gym,Boxing,Professional,Ring
723,Wittmund AC,Athletics,Amateur,Road
724,New Rebecca TC,Tennis,Amateur,Clay
725,Hagenow Athletic,Football,Professional,Grass
726,Sarule Athletic,Football,Amateur,Indoor Court
727,Madrid TC,Tennis,Amateur,Grass
728,Madonna Di Pugliano Tennis Club,Tennis,Professional,Clay
729,Cádiz Stars,Basketball,Professional,Outdoor Court
730,Schleiz Academy,Tennis,Professional,Hard Court
731,Coburg BC,Basketball,Professional,Wooden Floor
732,Belzig Basketball Club,Basketball,Amateur,Indoor Court
733,Cáceres Athletic,Football,Amateur,Indoor Court
734,Neuss Rovers,Football,Amateur,Grass
735,Simon Rovers,Football,Amateur,Artificial Turf
736,New Hazel Boxing Club,Boxing,Amateur,Training Mat
737,Monticello Brianza Rovers,Football,Professional,Grass
738,Berlin Boxing Club,Boxing,Amateur,Training Mat
739,Catherinemouth Athletic Club,Athletics,Professional,Road
740,Lloydberg Athletic,Football,Amateur,Artificial Turf
741,Miazzina United,Football,Professional,Indoor Court
742,Bruchsal Tennis Club,Tennis,Amateur,Grass
743,Julien FC,Football,Professional,Indoor Court
744,Guipúzcoa Athletic Club,Athletics,Amateur,Field
745,East Bethan Athletic Club,Athletics,Amateur,Road
746,Stade Athletic,Football,Professional,Artificial Turf
747,Greifswald Academy,Tennis,Professional,Grass
748,Granada AC,Athletics,Amateur,Indoor Track
749,Bonate Sopra FC,Football,Amateur,Grass
750,Lefebvre Academy,Tennis,Professional,Hard Court
751,Ceuta Gym,Boxing,Professional,Gym Floor
752,Stollberg BC,Boxing,Amateur,Training Mat
753,Marina D'Ardore Track Club,Athletics,Amateur,Field
754,Antonyville FC,Football,Amateur,Artificial Turf
755,Las Palmas United,Football,Amateur,Artificial Turf
756,O'Sullivanberg TC,Tennis,Amateur,Indoor Court
757,Badajoz Gym,Boxing,Amateur,Gym Floor
758,Baleares Academy,Tennis,Amateur,Clay
759,Mallersdorf Basketball Club,Basketball,Professional,Wooden Floor
760,León Academy,Tennis,Professional,Indoor Court
761,Hodgsonbury Basketball Club,Basketball,Professional,Outdoor Court
762,Frostton Boxing Club,Boxing,Amateur,Training Mat
763,MilletBourg BC,Basketball,Amateur,Indoor Court
764,Zschopau Stars,Basketball,Amateur,Indoor Court
765,Garciaboeuf Rovers,Football,Amateur,Artificial Turf
766,Pritzwalk BC,Basketball,Amateur,Wooden Floor
767,Royer Track Club,Athletics,Amateur,Road
768,Port Dylanton TC,Tennis,Amateur,Hard Court
769,New Maria Academy,Tennis,Amateur,Indoor Court
770,Mezzoldo Boxing Club,Boxing,Professional,Training Mat
771,Ruizdan Academy,Tennis,Amateur,Grass
772,South Kayleigh Boxing Club,Boxing,Amateur,Ring
773,Günzburg City,Football,Professional,Indoor Court
774,Vöran TC,Tennis,Amateur,Hard Court
775,Le Roux Rovers,Football,Professional,Grass
776,Guipúzcoa Athletic,Football,Amateur,Indoor Court
777,Castelnuovo Misericordia Academy,Tennis,Amateur,Grass
778,Bremervörde Academy,Tennis,Amateur,Hard Court
779,Asturias FC,Football,Amateur,Indoor Court
780,Garyberg Hoops,Basketball,Amateur,Outdoor Court
781,Daniel-sur-Allard BC,Basketball,Amateur,Indoor Court
782,Lake Roy Track Club,Athletics,Professional,Field
783,East Elliottburgh Track Club,Athletics,Amateur,Field
784,Panetta Rovers,Football,Professional,Grass
785,Trevorberg Rovers,Football,Professional,Indoor Court
786,Watkinsbury Rovers,Football,Amateur,Indoor Court
787,Allard-la-Forêt TC,Tennis,Amateur,Clay
788,Naila AC,Athletics,Amateur,Field
789,Cecchina Stazione Tennis Club,Tennis,Amateur,Grass
790,Lacroix Gym,Boxing,Amateur,Training Mat
791,Asturias Track Club,Athletics,Amateur,Road
792,Burgos Academy,Tennis,Amateur,Grass
793,Patelton BC,Boxing,Amateur,Ring
794,Orio Al Serio TC,Tennis,Professional,Grass
795,Mandatoriccio Athletic,Football,Amateur,Grass
796,Germain-sur-Leroy Track Club,Athletics,Amateur,Road
797,Alicante Academy,Tennis,Professional,Hard Court
798,Toledo City,Football,Amateur,Artificial Turf
799,Ledoux Academy,Tennis,Professional,Grass
800,Navarra AC,Athletics,Amateur,Indoor Track
801,Dianefurt Track Club,Athletics,Professional,Indoor Track
802,Lefèvre-sur-Barthelemy Tennis Club,Tennis,Amateur,Grass
803,Amberg BC,Boxing,Amateur,Ring
804,Stadtsteinach Hoops,Basketball,Amateur,Wooden Floor
805,Curtisberg United,Football,Amateur,Artificial Turf
806,Saint Michèle FC,Football,Professional,Artificial Turf
807,Holmesmouth Gym,Boxing,Amateur,Gym Floor
808,Molino Dell'Anzola Gym,Boxing,Amateur,Training Mat
809,Eilenburg Track Club,Athletics,Professional,Road
810,Huet-sur-Techer Basketball Club,Basketball,Amateur,Indoor Court
811,Sevilla City,Football,Amateur,Grass
812,Lüdinghausen Athletic Club,Athletics,Amateur,Road
813,Pontevedra Gym,Boxing,Amateur,Gym Floor
814,Tarragona City,Football,Amateur,Artificial Turf
815,Zaragoza Track Club,Athletics,Amateur,Track
816,New Pamela Hoops,Basketball,Amateur,Outdoor Court
817,Burgos BC,Basketball,Amateur,Wooden Floor
818,Gillianville Gym,Boxing,Amateur,Ring
819,North Jason Rovers,Football,Amateur,Artificial Turf
820,Fraine Hoops,Basketball,Amateur,Wooden Floor
821,Sevilla Stars,Basketball,Amateur,Indoor Court
822,Santa Cruz de Tenerife Academy,Tennis,Amateur,Hard Court
823,Lugo TC,Tennis,Amateur,Clay
824,Castelguglielmo United,Football,Professional,Indoor Court
825,Lübeck Gym,Boxing,Amateur,Training Mat
826,Perretnec Boxing Club,Boxing,Amateur,Training Mat
827,Cáceres Tennis Club,Tennis,Amateur,Clay
828,Saint Monique Athletic Club,Athletics,Amateur,Indoor Track
829,Burolo Academy,Tennis,Amateur,Clay
830,Córdoba Tennis Club,Tennis,Professional,Indoor Court
831,East Howardport Gym,Boxing,Amateur,Training Mat
832,Ávila Academy,Tennis,Amateur,Grass
833,Rey Gym,Boxing,Professional,Ring
834,Murcia AC,Athletics,Amateur,Track
835,Roccamontepiano City,Football,Professional,Artificial Turf
836,Rosenheim Boxing Club,Boxing,Amateur,Training Mat
837,Sainte Jacqueline City,Football,Amateur,Artificial Turf
838,Sternberg Rovers,Football,Amateur,Indoor Court
839,Smithmouth Basketball Club,Basketball,Amateur,Outdoor Court
840,Saint Emmanuel Tennis Club,Tennis,Amateur,Grass
841,Marchand AC,Athletics,Amateur,Road
842,Brennanview City,Football,Amateur,Grass
843,Colmurano Stars,Basketball,Amateur,Wooden Floor
844,East Kirstyton TC,Tennis,Amateur,Clay
845,Testana Basketball Club,Basketball,Professional,Outdoor Court
846,Naomitown Athletic,Football,Amateur,Indoor Court
847,Port Williamburgh Athletic,Football,Amateur,Artificial Turf
848,BonneauBourg Academy,Tennis,Professional,Hard Court
849,West William Rovers,Football,Amateur,Grass
850,Port Seanshire Basketball Club,Basketball,Professional,Wooden Floor
851,New Jasmineview Basketball Club,Basketball,Amateur,Wooden Floor
852,Apolda Basketball Club,Basketball,Amateur,Outdoor Court
853,Sciara TC,Tennis,Amateur,Hard Court
854,Kassel Athletic Club,Athletics,Amateur,Indoor Track
855,Aubertnec Gym,Boxing,Amateur,Gym Floor
856,Beilngries BC,Basketball,Amateur,Indoor Court
857,Illasi Athletic,Football,Amateur,Grass
858,Lake Dale Hoops,Basketball,Amateur,Indoor Court
859,Schmitt Athletic,Football,Amateur,Indoor Court
860,East Andreatown BC,Basketball,Amateur,Wooden Floor
861,Palencia Basketball Club,Basketball,Amateur,Indoor Court
862,Norcia Athletic Club,Athletics,Amateur,Field
863,Säckingen FC,Football,Amateur,Grass
864,Marcon Gym,Boxing,Amateur,Ring
865,New Shirley Athletic,Football,Professional,Artificial Turf
866,Schlüchtern Gym,Boxing,Amateur,Gym Floor
867,Wanzleben BC,Basketball,Amateur,Outdoor Court
868,Hamel-sur-Mer Academy,Tennis,Amateur,Indoor Court
869,Juliamouth Basketball Club,Basketball,Amateur,Outdoor Court
870,Grimmen Boxing Club,Boxing,Amateur,Gym Floor
871,Biedenkopf TC,Tennis,Amateur,Grass
872,Scisciano Gym,Boxing,Professional,Ring
873,Eilenburg United,Football,Professional,Artificial Turf
874,Sainte Françoise Boxing Club,Boxing,Professional,Gym Floor
